budget,original_language,popularity,runtime,vote_average,vote_count,release_year,release_month,release_day,release_season,director,hit,primary_genre
25000000,en,8.870614,97.0,6.2,183,1994,10,1,Fall,Jeremy Leven,0,Romance
25000000,en,19.402816,115.0,6.6,1262,2010,2,4,Winter,Lasse Hallström,1,Drama
25000000,en,24.903418,97.0,6.2,515,2010,4,23,Spring,Sylvain White,0,Action
25000000,en,14.562197,99.0,5.4,341,2010,11,6,Fall,Troy Nixey,0,Fantasy
25000000,en,18.896239,103.0,6.0,414,2007,8,24,Summer,Philip G. Atwell,0,Action
25000000,en,15.960916,95.0,6.9,530,2002,10,25,Fall,Paul Thomas Anderson,0,Comedy
25000000,en,25.848003,93.0,6.5,656,2004,2,20,Winter,Jeff Schaffer,0,Comedy
25000000,en,7.538513,120.0,6.9,110,2005,9,30,Fall,Bill Paxton,0,Drama
30000000,en,21.606001,115.0,5.4,597,2009,9,17,Fall,Richard Kelly,0,Thriller
25000000,en,3.707511,108.0,4.3,29,2000,3,3,Spring,John Schlesinger,0,Comedy
25000000,en,7.001176,107.0,5.2,147,2010,10,8,Fall,Wes Craven,0,Drama
25000000,en,39.784026,108.0,6.3,824,2004,4,9,Spring,Luke Greenfield,0,Comedy
25000000,en,10.115011,100.0,5.2,101,1996,9,13,Fall,Ringo Lam,1,Action
25000000,en,32.854557,131.0,6.7,973,2015,9,9,Fall,Brian Helgeland,0,Crime
28000000,en,8.363702,91.0,4.9,132,2011,9,2,Fall,David R. Ellis,0,Horror
25,en,4.88794,145.0,7.0,59,1999,12,25,Winter,Alan Parker,0,Drama
25000000,en,14.17009,109.0,6.5,304,2014,4,11,Spring,Ivan Reitman,0,Drama
25000000,en,9.169271,122.0,6.2,137,2010,9,10,Fall,Robert Redford,0,Crime
25000000,en,8.127728,107.0,7.0,210,2005,6,3,Summer,Catherine Hardwicke,0,Drama
25000000,en,10.699952,120.0,6.0,378,2015,8,6,Summer,Patricia Riggen,0,Drama
25000000,en,29.796394,99.0,7.1,705,1986,5,30,Spring,John Carpenter,0,Action
25000000,en,51.915025,140.0,7.7,1272,2011,9,9,Fall,Gavin O'Connor,0,Action
28000000,en,8.314624,132.0,6.7,97,1996,10,25,Fall,Neil Jordan,0,Drama
25000000,en,4.002579,113.0,6.1,82,2008,3,28,Spring,Kimberly Peirce,0,Drama
25000000,en,3.888776,99.0,4.6,45,2002,10,14,Fall,Stephen Gaghan,0,Drama
25000000,en,7.296459,100.0,6.2,111,1999,8,13,Summer,Jonathan Kaplan,0,Drama
14000000,en,21.680424,92.0,5.8,498,2012,8,30,Summer,Ole Bornedal,1,Horror
25000000,en,7.946769,105.0,5.3,25,1996,4,19,Spring,Richard Benjamin,0,Comedy
25000000,en,7.473455,110.0,5.5,144,2011,9,16,Fall,Rod Lurie,0,Drama
25000000,en,5.073536,116.0,6.4,60,2006,10,14,Fall,Lasse Hallström,0,Comedy
32000000,en,41.075532,111.0,6.8,1087,2009,11,25,Fall,John Hillcoat,0,Adventure
25000000,en,4.020194,117.0,5.0,22,1984,8,17,Summer,John Guillermin,0,Action
25000000,en,8.186936,98.0,5.5,138,1995,3,31,Spring,Rachel Talalay,0,Action
25000000,en,17.603823,121.0,6.4,387,2008,5,14,Spring,Fernando Meirelles,0,Drama
25000000,en,7.008216,95.0,3.5,118,2005,10,22,Fall,Uwe Boll,0,Action
25000000,en,20.011435,80.0,7.0,738,2011,9,16,Fall,Roman Polanski,0,Comedy
25000000,en,3.849873,117.0,6.2,19,1998,9,11,Fall,Robert Towne,0,Drama
25000000,en,3.593165,114.0,6.6,49,2009,11,25,Fall,Richard Linklater,0,Comedy
13500000,en,30.058263,124.0,7.7,704,2013,1,1,Winter,Giuseppe Tornatore,0,Drama
25000000,en,17.339852,122.0,6.0,326,2009,9,11,Fall,Werner Herzog,0,Drama
25000000,fr,15.279021,154.0,7.1,380,2010,10,20,Fall,Guillaume Canet,0,Comedy
25000000,ru,5.753564,85.0,6.3,10,2010,3,18,Spring,Inna Evlannikova,0,Family
25000000,en,35.022029,117.0,5.0,712,2013,10,25,Fall,Ridley Scott,1,Thriller
25000000,en,1.894749,128.0,7.0,31,1970,10,26,Fall,Sergey Bondarchuk,0,History
14000000,en,14.480628,119.0,7.0,257,1988,12,16,Winter,Stephen Frears,1,Drama
25000000,en,14.613152,137.0,5.5,301,2012,5,22,Spring,Walter Salles,0,Adventure
24000000,en,22.258428,119.0,6.9,477,1986,11,25,Fall,Leonard Nimoy,1,Science Fiction
24000000,en,30.445257,102.0,6.5,835,2006,12,20,Winter,Sylvester Stallone,1,Drama
24000000,en,35.244037,120.0,6.1,840,1997,12,9,Winter,Wes Craven,1,Horror
25000000,en,15.333575,98.0,5.4,285,2016,1,1,Winter,Gavin O'Connor,0,Action
24000000,en,15.237142,105.0,6.4,225,2014,6,20,Summer,Tim Story,1,Comedy
41300000,en,23.441135,98.0,6.2,531,2000,2,18,Winter,Jonathan Lynn,1,Comedy
8200000,en,25.03414,107.0,6.4,505,1984,2,17,Winter,Herbert Ross,1,Drama
24000000,en,24.70166,91.0,6.6,541,2003,2,21,Winter,Todd Phillips,1,Comedy
24000000,en,16.146572,137.0,7.2,341,1991,9,9,Fall,Terry Gilliam,0,Comedy
65000000,en,20.793026,100.0,5.1,374,1998,11,13,Fall,Danny Cannon,0,Horror
24000000,en,5.771479,115.0,6.1,67,2000,4,7,Spring,Bonnie Hunt,0,Romance
24000000,en,27.326466,102.0,6.1,721,2008,9,18,Fall,Kevin Smith,0,Comedy
24000000,en,20.69219,93.0,5.9,742,2009,10,17,Fall,Grant Heslov,1,Comedy
17000000,en,7.701041,95.0,5.5,160,2004,1,23,Winter,Robert Luketic,0,Comedy
24000000,en,6.589193,87.0,5.8,92,1999,7,14,Summer,Tim Hill,0,Fantasy
24000000,en,2.753313,134.0,5.9,58,1978,10,24,Fall,Sidney Lumet,0,Adventure
24000000,en,3.113009,107.0,4.7,49,2000,4,7,Spring,Brian Robbins,0,Action
24000000,en,5.566203,124.0,5.7,53,1999,12,25,Winter,Ron Shelton,0,Comedy
24000000,en,8.630825,89.0,5.0,141,2011,9,16,Fall,Douglas McGrath,0,Romance
24000000,en,23.343839,88.0,5.3,581,2010,8,20,Summer,Alexandre Aja,1,Comedy
24000000,en,2.353441,93.0,4.1,19,1998,3,27,Spring,Steve Boyum,0,Animation
28000000,en,2.439184,72.0,6.8,26,1993,9,23,Fall,Richard Williams,0,Adventure
24000000,en,26.324874,98.0,6.1,568,2010,11,23,Fall,"George Tillman, Jr.",0,Crime
24000000,ja,49.549984,119.0,8.2,1991,2004,11,19,Fall,Hayao Miyazaki,1,Fantasy
23600000,en,57.300674,88.0,7.2,3550,2009,10,7,Fall,Ruben Fleischer,1,Comedy
23000000,en,23.839127,90.0,5.9,512,1998,11,6,Fall,Frank Coraci,1,Comedy
18000000,en,78.51783,124.0,8.2,5879,1980,5,17,Spring,Irvin Kershner,1,Adventure
19000000,en,33.872182,118.0,6.5,1699,1995,4,7,Spring,Michael Bay,1,Action
23000000,en,27.33256,85.0,6.6,546,1991,6,28,Summer,David Zucker,1,Comedy
23000000,en,38.799596,98.0,6.4,1378,2000,3,16,Spring,James Wong,1,Horror
12500000,en,20.317469,101.0,6.5,910,2011,9,24,Fall,George Clooney,1,Drama
23000000,en,18.493202,108.0,6.7,1789,2000,2,18,Winter,David Twohy,1,Thriller
23000000,en,53.682367,126.0,7.9,4097,2013,12,18,Winter,Spike Jonze,1,Romance
23000000,en,11.183197,97.0,6.3,325,2001,10,5,Fall,John Dahl,0,Mystery
25000000,en,8.842722,99.0,5.1,73,2013,12,5,Winter,Jonathan Newman,0,Fantasy
23000000,en,8.976738,114.0,5.9,66,1999,11,12,Fall,Wayne Wang,0,Drama
23000000,en,26.257951,93.0,5.6,505,2011,11,6,Fall,Steven Soderbergh,0,Action
23000000,en,12.777008,89.0,3.5,224,1987,7,17,Summer,Joseph Sargent,1,Adventure
23000000,en,6.921263,102.0,6.6,55,1999,12,3,Winter,Neil Jordan,0,Drama
23000000,en,12.869436,98.0,6.1,82,1991,8,23,Summer,Simon Wincer,0,Action
23000000,en,15.676123,124.0,6.6,261,2007,8,31,Summer,Paul Haggis,0,History
23000000,en,5.494047,86.0,5.9,56,2009,2,10,Winter,Stephen Frears,0,Drama
23000000,en,6.618149,141.0,5.5,73,2004,9,1,Fall,Mira Nair,0,Drama
23000000,cn,7.876883,139.0,6.5,57,2009,12,18,Winter,Teddy Chan,0,Drama
25000000,en,35.169779,104.0,6.5,1343,2007,7,12,Summer,Mikael Håfström,1,Horror
22700000,en,39.890798,96.0,6.7,902,1987,6,24,Summer,Mel Brooks,0,Comedy
22500000,en,22.096286,112.0,6.8,431,2014,12,25,Winter,Russell Crowe,0,War
22000000,en,41.967005,127.0,6.9,1339,1990,7,12,Summer,Jerry Zucker,1,Fantasy
23000000,en,57.110486,119.0,6.5,1590,1998,7,15,Summer,Bobby Farrelly,1,Romance
22000000,en,16.234053,97.0,6.3,489,1994,11,10,Fall,John Pasquin,1,Fantasy
20000000,en,11.263361,127.0,6.5,110,2002,3,25,Spring,John Lee Hancock,1,Drama
22000000,en,20.699212,110.0,6.0,428,2007,9,28,Fall,Andy Fickman,1,Comedy
24000000,en,17.606087,135.0,7.3,385,1995,5,28,Spring,Clint Eastwood,1,Drama
22000000,en,13.786075,84.0,4.6,304,2001,6,1,Summer,Luke Greenfield,1,Action
22000000,en,35.227212,191.0,7.4,716,1982,11,30,Fall,Richard Attenborough,1,Drama
22000000,en,27.898438,122.0,7.3,508,2014,8,6,Summer,Lasse Hallström,1,Drama
22000000,en,23.218144,114.0,5.6,354,1995,7,28,Summer,Irwin Winkler,1,Crime
22000000,en,26.071644,132.0,7.2,530,2001,12,28,Winter,Jessie Nelson,1,Drama
22000000,en,9.175762,138.0,5.9,83,2014,2,28,Winter,Christopher Spencer,1,Drama
22000000,en,81.829237,121.0,6.6,2512,2003,9,19,Fall,Len Wiseman,1,Fantasy
22000000,en,17.7091,108.0,6.1,319,2005,11,11,Fall,Mikael Håfström,1,Drama
22000000,en,17.772518,108.0,6.0,301,2009,9,18,Fall,Steven Soderbergh,0,Drama
22000000,en,10.259461,83.0,4.7,225,2005,8,6,Summer,Mike Bigelow,0,Comedy
26000000,en,30.114383,105.0,6.2,551,2013,10,10,Fall,Ken Scott,0,Comedy
22000000,en,12.887673,90.0,5.4,154,2001,2,9,Winter,Dennis Dugan,0,Comedy
22000000,en,13.410919,94.0,6.0,223,2012,8,2,Summer,David Bowers,1,Comedy
22000000,en,21.865021,104.0,6.4,480,2001,8,22,Summer,Kevin Smith,0,Comedy
30000000,en,9.448517,106.0,5.4,201,2001,9,14,Fall,Daniel Sackheim,0,Drama
22000000,en,39.006187,106.0,5.7,1309,2016,2,5,Winter,Joel Coen,1,Comedy
22000000,en,35.737655,100.0,6.4,875,2013,11,27,Fall,Gary Fleder,0,Action
22000000,en,4.365196,95.0,6.1,77,2000,10,27,Fall,Uli Edel,0,Family
22000000,en,14.725467,104.0,4.2,305,1993,4,17,Spring,Fred Dekker,0,Action
25000000,en,25.002715,96.0,5.2,559,2015,9,3,Fall,Camille Delamarre,1,Thriller
21000000,nl,13.906611,145.0,7.2,277,2006,9,1,Fall,Paul Verhoeven,0,Drama
22000000,fr,13.960945,116.0,7.2,212,2005,11,9,Fall,Christian Carion,0,Romance
2000000,en,16.668854,100.0,5.5,224,2012,8,22,Summer,Dax Shepard,1,Action
22000000,en,48.784734,92.0,6.2,659,2014,9,3,Fall,Rowan Joffe,0,Mystery
22000000,en,9.088209,121.0,7.4,98,1977,6,24,Summer,William Friedkin,0,Action
22000000,en,12.445176,105.0,5.2,192,2010,10,7,Fall,John Curran,0,Drama
22000000,en,29.230298,116.0,6.5,720,2013,12,6,Winter,Scott Cooper,0,Thriller
25000000,en,18.961323,119.0,6.5,501,2007,9,28,Fall,Tony Gilroy,1,Drama
22000000,es,14.866351,106.0,6.0,122,2013,7,18,Summer,Juan José Campanella,0,Animation
17000000,en,15.013386,111.0,5.6,546,2012,4,20,Spring,Woody Allen,1,Romance
18000000,en,8.700565,136.0,5.5,139,1982,6,13,Summer,Clint Eastwood,1,Science Fiction
9000000,en,20.410354,90.0,6.9,497,2007,2,9,Winter,Frank Oz,0,Comedy
21000000,en,10.207065,96.0,5.1,184,1993,3,17,Spring,Stuart Gillard,1,Action
32000000,en,5.683281,106.0,6.3,123,2001,9,14,Fall,Brian Robbins,0,Comedy
21000000,en,63.599973,122.0,6.9,4742,2012,9,8,Fall,David O. Russell,1,Drama
21000000,en,17.746981,123.0,7.5,356,2007,1,5,Winter,Richard LaGravenese,0,Crime
21000000,en,34.433521,92.0,6.6,1692,2002,10,2,Fall,Louis Leterrier,1,Action
20000000,en,26.21425,115.0,6.4,497,2008,3,4,Spring,Jeff Wadlow,1,Drama
21000000,en,4.781538,104.0,5.1,76,1999,3,11,Spring,Katt Shea,0,Horror
17000000,en,10.13559,98.0,6.7,189,2009,6,5,Summer,Sam Mendes,0,Drama
21000000,en,5.815881,120.0,5.8,65,2008,8,1,Summer,Joshua Michael Stern,0,Drama
21000000,en,8.982335,117.0,6.5,52,2002,9,9,Fall,Brad Silberling,0,Romance
21000000,en,13.847872,91.0,6.3,276,2011,2,11,Winter,Jodie Foster,0,Drama
35000000,en,4.189378,114.0,5.9,41,1982,7,23,Summer,Colin Higgins,0,Comedy
15000000,en,21.928025,97.0,6.7,475,1999,4,14,Spring,David Cronenberg,0,Action
18000000,en,68.159596,115.0,7.7,3854,1981,6,12,Summer,Steven Spielberg,1,Adventure
18000000,en,81.487685,120.0,6.3,2395,1992,11,19,Fall,Chris Columbus,1,Comedy
20000000,en,52.456505,135.0,7.2,1098,1977,11,16,Fall,Steven Spielberg,1,Science Fiction
38000000,en,9.662715,90.0,5.0,150,2006,8,11,Summer,Jim Sonzero,0,Horror
20000000,en,25.28436,100.0,6.1,613,1987,5,18,Spring,Tony Scott,1,Action
20000000,en,8.351385,105.0,5.4,183,2003,3,7,Spring,Adam Shankman,1,Comedy
19000000,en,18.174804,119.0,8.1,4443,1991,2,1,Winter,Jonathan Demme,1,Crime
20000000,en,21.815122,94.0,6.5,728,1992,2,14,Winter,Penelope Spheeris,1,Music
20000000,en,20.99174,94.0,6.4,428,2010,10,15,Fall,Jeff Tremaine,1,Comedy
20000000,en,19.636044,116.0,5.9,406,1978,6,16,Summer,Jeannot Szwarc,1,Horror
20000000,en,12.25264,91.0,4.9,209,2008,10,3,Fall,Raja Gosnell,1,Adventure
13000000,en,49.975409,112.0,7.4,3092,2013,7,18,Summer,James Wan,1,Horror
32000000,en,13.590677,95.0,5.2,221,2005,1,20,Winter,Brian Levant,1,Adventure
20000000,en,21.657563,97.0,5.0,500,2014,7,2,Summer,Ben Falcone,1,Comedy
35000000,en,43.057323,108.0,6.7,1414,2003,10,3,Fall,Richard Linklater,1,Comedy
18000000,en,16.470895,101.0,5.4,442,1995,8,18,Summer,Paul W.S. Anderson,1,Action
37000000,en,28.703007,109.0,6.3,679,2004,6,23,Summer,Keenen Ivory Wayans,1,Comedy
20000000,en,40.903931,115.0,6.7,934,2011,9,9,Fall,Alexander Payne,1,Comedy
20000000,en,95.9229,134.0,7.9,3674,2013,10,18,Fall,Steve McQueen,1,Drama
20000000,en,4.748929,118.0,6.2,116,2002,12,13,Winter,Charles Stone III,1,Drama
20000000,en,2.986286,121.0,6.1,29,2010,4,2,Spring,Tyler Perry,1,Comedy
20000000,en,47.51363,105.0,7.5,3601,1990,12,5,Winter,Tim Burton,1,Fantasy
20000000,en,53.161905,110.0,7.6,2562,2016,6,2,Summer,Thea Sharrock,1,Drama
1800000,en,15.978136,104.0,7.4,422,1971,10,9,Fall,William Friedkin,1,Action
20000000,en,42.512296,100.0,6.3,1252,2016,7,28,Summer,Jon Lucas,1,Comedy
20000000,en,10.098722,83.0,3.6,222,2006,2,17,Winter,Jason Friedberg,1,Comedy
20000000,en,15.341196,72.0,6.1,290,2002,2,14,Winter,Robin Budd,1,Adventure
20000000,en,29.023184,127.0,7.4,817,2014,12,25,Winter,Ava DuVernay,1,History
20000000,en,19.819893,72.0,5.6,269,2003,2,7,Winter,Steve Trenbirth,1,Family
20000000,en,11.62423,89.0,4.6,191,2005,2,4,Winter,Stephen T. Kay,1,Thriller
20000000,en,22.049787,96.0,5.8,381,2007,2,8,Winter,Mennan Yapo,1,Thriller
30000000,en,9.829859,77.0,6.3,143,2000,2,11,Winter,Jun Falkenstein,0,Animation
20000000,en,29.295801,123.0,6.7,1261,2009,7,24,Summer,Jaume Collet-Serra,1,Horror
20000000,en,14.136476,111.0,6.8,276,2015,6,26,Summer,Boaz Yakin,1,Adventure
20000000,en,6.064638,86.0,3.2,326,2007,1,25,Winter,Jason Friedberg,1,Action
20000000,en,41.503588,128.0,7.8,2686,2015,11,6,Fall,Tom McCarthy,1,Drama
20000000,en,20.495749,110.0,5.9,292,2008,9,19,Fall,Neil LaBute,0,Drama
20000000,en,13.906944,102.0,5.2,283,2006,10,13,Fall,Takashi Shimizu,0,Horror
20000000,en,2.003047,124.0,6.0,24,1998,8,14,Summer,Kevin Rodney Sullivan,0,Comedy
20000000,en,11.203335,115.0,5.8,129,2006,10,9,Fall,Barry Levinson,1,Comedy
20000000,en,8.265317,98.0,6.1,131,1979,12,18,Winter,Gary Nelson,0,Adventure
20000000,en,18.632156,104.0,5.8,481,2010,8,31,Summer,Anton Corbijn,1,Crime
20000000,en,6.92592,127.0,7.0,114,1997,3,21,Spring,Gregory Nava,1,Drama
20000000,en,17.165039,82.0,4.2,315,2010,8,18,Summer,Jason Friedberg,1,Horror
25000000,en,25.785925,143.0,6.9,1055,2006,9,8,Fall,Alejandro González Iñárritu,1,Drama
19800000,en,20.311684,103.0,6.5,505,2014,9,10,Fall,Shawn Levy,1,Drama
20000000,en,20.975165,104.0,7.0,435,2008,11,27,Fall,John Patrick Shanley,1,Drama
32000000,en,26.509175,98.0,6.6,660,2004,10,10,Fall,Trey Parker,0,Music
20000000,en,26.497025,92.0,5.3,465,2013,1,3,Winter,John Luessenhop,1,Horror
20000000,en,36.819044,86.0,4.6,793,2013,4,11,Spring,Malcolm D. Lee,1,Comedy
20000000,en,7.902536,158.0,6.2,63,1969,10,15,Fall,Joshua Logan,0,Drama
20000000,en,30.909699,128.0,7.1,612,2008,11,26,Fall,Gus Van Sant,1,History
20000000,en,16.663797,107.0,5.7,295,2016,2,19,Winter,Kevin Reynolds,1,Action
35000000,en,27.724913,91.0,5.3,531,2002,10,25,Fall,Steve Beck,0,Horror
19000000,en,17.971883,108.0,6.0,328,2011,11,4,Fall,Todd Strauss-Schulson,0,Comedy
20000000,en,25.041992,108.0,6.3,444,1998,3,20,Spring,John McNaughton,1,Crime
20000000,en,14.857884,113.0,6.3,257,2010,4,11,Spring,John Madden,1,Drama
30000000,en,23.982956,113.0,7.0,628,2000,3,17,Spring,Stephen Frears,0,Comedy
20000000,en,30.387754,112.0,6.6,697,2008,2,28,Winter,Roger Donaldson,1,Thriller
20000000,en,56.481487,108.0,7.9,3652,2004,3,19,Spring,Michel Gondry,1,Science Fiction
20000000,en,19.962713,105.0,6.0,368,2010,9,24,Fall,Andy Fickman,0,Comedy
20000000,en,18.666876,109.0,6.3,363,2008,4,10,Spring,David Ayer,1,Action
20000000,en,55.964605,109.0,6.7,1778,2013,7,18,Summer,Edgar Wright,1,Comedy
20000000,en,28.019226,98.0,6.0,634,2009,1,6,Winter,Michael Spierig,1,Fantasy
20000000,en,16.176976,104.0,5.9,525,2010,3,11,Spring,Jim Field Smith,1,Comedy
20000000,en,17.237143,109.0,6.0,593,2011,7,1,Summer,Thomas Bezucha,0,Adventure
9000000,en,4.34503,100.0,5.3,155,2006,3,24,Spring,William Brent Bell,1,Horror
20000000,en,12.300789,88.0,5.3,124,2010,9,17,Fall,Ben Gluck,0,Family
20000000,en,15.804814,97.0,5.2,288,2006,9,8,Fall,Renny Harlin,0,Action
40000000,en,4.100942,89.0,5.1,44,2009,8,21,Summer,Robert Rodriguez,0,Comedy
20000000,en,12.309715,106.0,6.7,175,1995,5,20,Spring,Gus Van Sant,0,Fantasy
20000000,en,62.933899,96.0,7.1,2181,2016,7,27,Summer,Henry Joost,1,Mystery
20000000,en,16.074397,115.0,6.3,299,2008,9,12,Fall,Ed Harris,0,Drama
806948,en,93.067866,109.0,8.2,2320,1960,6,16,Summer,Alfred Hitchcock,1,Drama
20000000,en,17.145287,101.0,5.4,220,2008,9,19,Fall,Howard Deutch,0,Romance
20000000,en,27.256849,103.0,6.7,542,2014,2,12,Winter,Shana Feste,0,Drama
20000000,en,0.173964,98.0,4.9,7,1981,7,31,Summer,Steve Rash,0,Comedy
20000000,en,14.370111,121.0,6.8,260,1985,3,27,Spring,Richard Donner,0,Adventure
20000000,en,11.090254,114.0,6.5,52,1998,9,11,Fall,Mark Steven Johnson,0,Comedy
20000000,en,20.82778,124.0,7.1,334,2007,3,23,Spring,Mike Binder,0,Drama
15000000,en,43.644978,148.0,7.8,3045,2007,9,11,Fall,Sean Penn,1,Adventure
20000000,en,8.244324,100.0,5.6,111,2006,9,29,Fall,Todd Phillips,0,Comedy
20000000,en,23.292761,94.0,5.0,432,2012,10,10,Fall,Michael J. Bassett,1,Thriller
19000000,en,64.181668,108.0,6.9,1603,1996,1,19,Winter,Robert Rodriguez,0,Horror
20000000,cn,13.658985,99.0,7.2,831,2004,2,10,Winter,Stephen Chow,1,Action
20000000,en,10.446722,128.0,7.3,394,2007,10,14,Fall,Marc Forster,1,Drama
20000000,en,32.243357,124.0,7.2,918,2003,9,6,Fall,Alejandro González Iñárritu,1,Drama
20000000,en,9.149089,84.0,5.8,52,2004,9,3,Fall,Paul Abascal,0,Action
20000000,en,5.596835,101.0,5.3,83,2003,1,17,Winter,Chris Koch,0,Comedy
20000000,en,10.50098,120.0,7.0,167,2009,9,6,Fall,Michael Moore,0,Documentary
20000000,en,3.011205,199.0,6.5,41,1965,2,15,Winter,George Stevens,0,Drama
19500000,en,15.012237,111.0,6.2,336,2015,10,14,Fall,Billy Ray,0,Crime
25000000,en,16.238961,87.0,3.0,240,2008,8,29,Summer,Jason Friedberg,0,Action
20000000,en,15.21229,88.0,5.5,208,2009,12,4,Winter,Nimród Antal,0,Action
20000000,en,6.397042,97.0,6.5,125,1997,11,14,Fall,Jon Amiel,0,Comedy
20000000,en,19.220789,106.0,6.2,671,2011,9,30,Fall,Mark Mylod,0,Comedy
20000000,en,35.232278,95.0,5.8,715,2012,4,12,Spring,Stephen St. Leger,0,Action
20000000,en,35.542809,96.0,5.9,861,2009,4,16,Spring,Brian Taylor,0,Action
20000000,en,3.476925,123.0,6.1,12,2006,10,13,Fall,Michael O. Sajbel,0,Drama
30000000,en,5.133744,101.0,6.4,81,2002,11,22,Fall,Phillip Noyce,0,Drama
20000000,en,14.031377,101.0,6.0,289,2005,10,20,Fall,Gore Verbinski,0,Comedy
20000000,en,17.227376,96.0,6.1,139,2002,8,23,Summer,Walter Hill,0,Action
20000000,en,15.66135,108.0,5.7,220,2009,3,19,Spring,Renny Harlin,0,Action
20000000,en,19.705311,116.0,6.7,641,2010,10,1,Fall,Matt Reeves,0,Drama
20000000,en,29.371987,115.0,5.6,797,2016,2,19,Winter,John Hillcoat,0,Action
20000000,en,11.352693,96.0,7.3,187,1997,8,26,Summer,Woody Allen,0,Comedy
20000000,en,30.477114,100.0,6.3,950,2015,10,2,Fall,John Wells,0,Drama
20000000,en,12.643703,105.0,6.5,297,2007,8,31,Summer,James Wan,0,Action
20000000,en,9.36146,84.0,4.7,78,2007,1,5,Winter,Les Mayfield,0,Action
20000000,en,6.102663,98.0,6.4,24,2004,4,16,Spring,Michael Lembeck,0,Comedy
8000000,en,0.709143,149.0,6.5,15,1969,1,1,Winter,Bob Fosse,1,Comedy
20000000,en,45.742217,148.0,6.5,833,2014,12,25,Winter,Paul Thomas Anderson,0,Comedy
20000000,en,8.237336,110.0,5.9,88,2013,9,21,Fall,Benson Lee,0,Music
20000000,en,2.605374,83.0,4.1,20,2008,10,3,Fall,David Zucker,0,Comedy
12000000,en,29.072964,107.0,5.3,631,2013,9,12,Fall,Robert Rodriguez,0,Action
20000000,en,12.232048,106.0,7.0,185,2015,4,23,Spring,Alejandro Monteverde,0,Comedy
15000000,en,27.133277,99.0,6.2,571,2011,9,30,Fall,David Cronenberg,0,Drama
8700000,en,26.093043,100.0,6.8,532,2006,5,25,Spring,Richard Linklater,0,Animation
20000000,en,9.292987,96.0,3.1,173,2005,1,28,Winter,Uwe Boll,0,Action
20000000,en,7.716606,111.0,5.4,126,2009,8,6,Summer,Todd Graff,0,Comedy
20000000,en,37.629309,125.0,6.5,546,2014,12,30,Winter,J.C. Chandor,0,Crime
20000000,en,13.032308,135.0,6.6,195,2007,10,1,Fall,Todd Haynes,0,Drama
20000000,en,15.131867,93.0,4.8,271,2012,4,4,Spring,Mabrouk El Mechri,0,Action
20000000,en,10.218307,114.0,6.8,203,2008,9,9,Fall,Rian Johnson,0,Adventure
26500000,ja,60.732738,134.0,8.2,1983,1997,7,12,Summer,Hayao Miyazaki,1,Adventure
2000000,en,14.617944,104.0,7.1,218,2005,10,6,Fall,John Hillcoat,1,Action
20000000,en,5.65327,84.0,3.3,12,2003,8,22,Summer,Richard Benjamin,0,Comedy
20000000,en,44.566609,107.0,6.9,1552,2002,12,6,Winter,Kurt Wimmer,0,Action
40000000,zh,8.978408,125.0,6.5,52,2008,7,3,Summer,Roger Spottiswoode,0,Drama
10000000,en,11.267676,122.0,5.4,156,2015,11,12,Fall,Angelina Jolie,0,Drama
20000000,en,3.581906,107.0,6.2,33,1994,9,9,Fall,Kevin Reynolds,0,Adventure
20000000,en,10.617236,107.0,4.5,139,2011,3,16,Spring,Kevin Munroe,0,Action
20000000,en,3.620537,110.0,6.0,31,2010,12,10,Winter,Julie Taymor,0,Drama
27220000,en,28.060472,105.0,6.1,465,2013,7,18,Summer,Scott Walker,0,Thriller
22000000,en,45.707835,181.0,7.6,1046,1990,11,9,Fall,Kevin Costner,1,Adventure
20000000,en,28.497242,92.0,5.4,1584,2011,5,16,Spring,Jake Kasdan,1,Comedy
19000000,en,11.47316,113.0,6.7,141,1989,9,15,Fall,Harold Becker,1,Drama
19000000,en,25.28132,95.0,6.1,713,2004,7,10,Summer,Mark Rosman,1,Comedy
14000000,en,45.99611,111.0,7.0,1476,1996,12,20,Winter,Wes Craven,1,Crime
19000000,en,78.699993,144.0,8.1,3757,1980,5,22,Spring,Stanley Kubrick,1,Horror
19000000,en,76.603233,116.0,8.0,6079,1985,7,3,Summer,Robert Zemeckis,1,Adventure
19000000,en,13.664614,93.0,5.5,209,1999,10,29,Fall,William Malone,1,Horror
19000000,en,27.494037,101.0,5.9,583,2010,5,11,Spring,Josh Gordon,1,Comedy
18000000,en,18.47518,95.0,5.3,404,2003,1,9,Winter,Shawn Levy,1,Comedy
19100000,en,10.559414,109.0,6.5,208,2011,2,11,Winter,Lee Tamahori,0,Drama
20000000,en,28.867568,101.0,6.2,633,2010,2,26,Winter,Breck Eisner,1,Mystery
15000000,ja,118.968562,125.0,8.3,3840,2001,7,20,Summer,Hayao Miyazaki,1,Fantasy
25000000,en,7.436491,132.0,6.5,108,1984,5,4,Spring,Roger Donaldson,0,Action
19000000,en,17.952817,109.0,6.0,342,2008,10,16,Fall,Sean Anders,0,Comedy
19000000,en,21.959742,100.0,6.4,465,2010,1,8,Winter,Anand Tucker,0,Romance
19000000,en,4.229942,188.0,6.0,33,1964,3,24,Spring,Anthony Mann,0,Drama
19000000,en,11.766564,97.0,6.2,208,2011,3,4,Spring,Michael Dowse,0,Comedy
19000000,en,0.068228,93.0,5.6,5,1993,11,24,Fall,Emile Ardolino,0,Family
