customer_id,gender,age,city_tier,signup_date,acquisition_channel
5717,Male,38.0,Tier 1,2024-04-05,Organic
5718,Male,22.0,Tier 1,2024-01-28,Referral
5719,Male,16.0,Tier 2,2024-03-09,Referral
5720,Male,26.0,Tier 2,2024-05-27,Ads
5721,Male,49.0,Tier 1,2024-06-18,Organic
5722,Male,38.0,Tier 3,2024-05-31,Referral
5723,Female,,Tier 1,2024-05-08,Email
5724,Male,42.0,Tier 1,2023-11-08,Organic
5725,Male,29.0,Tier 1,2023-07-18,Referral
5726,Female,48.0,Tier 1,2024-08-09,Email
5727,Male,28.0,Tier 1,2024-08-20,Ads
5728,Male,,Tier 2,2024-07-10,Ads
5729,Male,39.0,Tier 1,2024-08-24,Organic
5730,Female,17.0,Tier 1,2023-10-10,Organic
5731,Female,27.0,Tier 3,2023-06-03,Organic
5732,Male,17.0,Tier 1,2023-06-10,Organic
5733,Female,46.0,Tier 1,2023-10-11,Organic
5734,Female,34.0,Tier 1,2024-02-04,Referral
5735,Female,12.0,Tier 1,2023-11-16,Email
5736,Female,38.0,Tier 1,2024-04-25,Organic
5737,Female,29.0,Tier 1,2024-05-28,Email
5738,Male,20.0,Tier 2,2023-10-24,Referral
5739,Male,51.0,Tier 2,2024-09-30,Referral
5740,Male,36.0,Tier 2,2023-07-27,Referral
5741,Female,32.0,Tier 2,2024-05-11,Organic
5742,Female,31.0,Tier 1,2025-01-12,Ads
5743,Female,19.0,Tier 1,2024-07-09,Ads
5744,Other,21.0,Tier 2,2023-12-03,Organic
5745,Male,47.0,Tier 1,2024-01-12,Organic
5746,Female,30.0,Tier 1,2025-01-01,Organic
5747,Female,35.0,Tier 2,2025-01-29,Referral
5748,Other,14.0,Tier 1,2024-06-17,Ads
5749,Other,21.0,Tier 2,2023-03-30,Ads
5750,Female,41.0,Tier 1,2023-09-26,Email
5751,Male,38.0,Tier 3,2024-12-31,Email
5752,Female,52.0,Tier 2,2024-03-29,Ads
5753,Male,48.0,Tier 1,2024-03-29,Ads
5754,Female,32.0,Tier 2,2024-11-15,Referral
5755,Female,39.0,Tier 2,2023-11-16,Email
5756,Male,31.0,Tier 2,2024-12-30,Organic
5757,Female,55.0,Tier 1,2023-07-02,Referral
5758,Male,46.0,Tier 1,2024-02-02,Email
5759,Male,36.0,Tier 1,2024-10-06,Organic
5760,Male,37.0,Tier 1,2023-05-22,Organic
5761,Female,49.0,Tier 3,2024-12-04,Ads
5762,Female,40.0,Tier 1,2023-06-01,Ads
5763,Female,50.0,Tier 1,2024-12-10,Organic
5764,Male,13.0,Tier 1,2024-09-01,Organic
5765,Female,39.0,Tier 3,2024-07-16,Ads
5766,Female,29.0,Tier 2,2024-04-26,Ads
5767,Male,52.0,Tier 2,2024-11-18,Ads
5768,Male,50.0,Tier 3,2023-07-17,Ads
5769,Male,35.0,Tier 3,2023-12-06,Email
5770,Female,50.0,Tier 2,2024-07-11,Ads
5771,Female,52.0,Tier 1,2024-03-23,Referral
5772,Female,35.0,Tier 1,2024-07-01,Referral
5773,Male,59.0,Tier 2,2023-10-29,Referral
5774,Female,34.0,Tier 1,2023-05-08,Ads
5775,Male,32.0,Tier 2,2023-09-22,Organic
5776,Male,43.0,Tier 1,2025-01-20,Organic
5777,Female,31.0,Tier 2,2024-05-03,Email
5778,Male,35.0,Tier 1,2023-11-05,Ads
5779,Female,49.0,Tier 1,2023-02-18,Referral
5780,Male,35.0,Tier 2,2023-10-09,Organic
5781,Female,18.0,Tier 1,2023-06-04,Ads
5782,Male,38.0,Tier 2,2023-05-03,Referral
5783,Female,28.0,Tier 2,2024-05-03,Referral
5784,Male,,Tier 3,2024-09-05,Referral
5785,Male,41.0,Tier 3,2023-08-31,Referral
5786,Female,49.0,Tier 1,2023-09-05,Referral
5787,Male,,Tier 2,2024-05-17,Email
5788,Female,45.0,Tier 1,2023-03-25,Referral
5789,Other,28.0,Tier 1,2024-06-12,Email
5790,Male,43.0,Tier 2,2023-08-02,Referral
5791,Male,54.0,Tier 2,2025-01-23,Referral
5792,Female,28.0,Tier 1,2024-07-18,Referral
5793,Other,52.0,Tier 1,2023-10-24,Referral
5794,Female,29.0,Tier 3,2024-05-13,Email
5795,Female,26.0,Tier 1,2023-04-05,Ads
5796,Female,37.0,Tier 3,2024-01-10,Organic
5797,Male,42.0,Tier 2,2023-05-08,Email
5798,Other,44.0,Tier 1,2023-02-13,Email
5799,Other,25.0,Tier 1,2023-09-11,Email
5800,Male,39.0,Tier 1,2023-02-11,Ads
5801,Male,28.0,Tier 3,2023-04-08,Organic
5802,Male,20.0,Tier 3,2023-05-16,Ads
5803,Male,25.0,Tier 2,2023-04-22,Organic
5804,Female,27.0,Tier 1,2023-07-30,Organic
5805,Male,40.0,Tier 2,2025-01-25,Organic
5806,Male,46.0,Tier 1,2023-09-21,Ads
5807,Male,20.0,Tier 2,2023-06-28,Organic
5808,Other,38.0,Tier 1,2024-07-05,Referral
5809,Female,23.0,Tier 3,2024-09-07,Email
5810,Male,41.0,Tier 2,2024-08-08,Organic
5811,Male,28.0,Tier 1,2023-02-28,Email
5812,Other,24.0,Tier 3,2023-02-07,Ads
5813,Female,42.0,Tier 1,2023-07-03,Ads
5814,Male,29.0,Tier 1,2024-04-08,Referral
5815,Male,31.0,Tier 1,2024-06-19,Organic
5816,Male,12.0,Tier 2,2024-10-12,Email
5817,Male,44.0,Tier 3,2024-06-24,Email
5818,Female,43.0,Tier 3,2024-07-23,Email
5819,Female,35.0,Tier 2,2024-08-30,Ads
5820,Female,19.0,Tier 1,2023-12-13,Organic
5821,Female,47.0,Tier 1,2025-01-11,Referral
5822,Male,28.0,Tier 1,2023-06-06,Referral
5823,Female,30.0,Tier 3,2024-10-22,Ads
5824,Female,58.0,Tier 3,2024-03-12,Organic
5825,Male,27.0,Tier 1,2024-08-04,Referral
5826,Male,42.0,Tier 2,2024-08-14,Referral
5827,Female,,Tier 2,2024-01-04,Ads
5828,Male,38.0,Tier 1,2024-01-06,Email
5829,Male,37.0,Tier 2,2023-10-06,Referral
5830,Female,38.0,Tier 3,2024-10-01,Ads
5831,Other,37.0,Tier 1,2024-09-19,Referral
5832,Male,34.0,Tier 3,2023-12-22,Referral
5833,Female,50.0,Tier 1,2024-02-13,Ads
5834,Male,21.0,Tier 1,2023-07-23,Ads
5835,Female,45.0,Tier 1,2024-03-23,Organic
5836,Female,43.0,Tier 3,2024-03-19,Referral
5837,Female,41.0,Tier 1,2024-12-29,Email
5838,Male,46.0,Tier 2,2024-05-27,Email
5839,Female,34.0,Tier 2,2023-05-23,Organic
5840,Female,16.0,Tier 1,2024-08-17,Organic
5841,Male,34.0,Tier 3,2025-02-03,Ads
5842,Male,25.0,Tier 1,2023-10-21,Email
5843,Male,27.0,Tier 3,2023-09-24,Referral
5844,Male,22.0,Tier 1,2023-08-17,Ads
5845,Female,30.0,Tier 2,2024-02-23,Referral
5846,Male,29.0,Tier 2,2023-04-10,Email
5847,Male,11.0,Tier 3,2023-06-07,Ads
5848,Female,42.0,Tier 1,2024-08-11,Referral
5849,Male,57.0,Tier 2,2024-08-01,Organic
5850,Female,41.0,Tier 1,2024-05-12,Referral
5851,Male,32.0,Tier 1,2023-07-18,Referral
5852,Female,,Tier 1,2023-07-17,Ads
5853,Female,30.0,Tier 1,2024-08-03,Email
5854,Female,35.0,Tier 3,2025-01-07,Referral
5855,Male,34.0,Tier 2,2023-08-15,Referral
5856,Female,26.0,Tier 1,2024-03-30,Referral
5857,Male,,Tier 3,2023-06-22,Referral
5858,Male,20.0,Tier 1,2024-02-11,Organic
5859,Male,42.0,Tier 2,2023-04-14,Email
5860,Female,33.0,Tier 3,2023-07-19,Email
5861,Male,54.0,Tier 3,2023-07-31,Ads
5862,Female,38.0,Tier 1,2023-05-10,Referral
5863,Male,31.0,Tier 2,2024-06-22,Ads
5864,Male,32.0,Tier 1,2023-10-30,Organic
5865,Female,35.0,Tier 3,2024-08-26,Organic
5866,Male,23.0,Tier 2,2023-08-07,Referral
5867,Female,,Tier 2,2024-03-17,Ads
5868,Male,17.0,Tier 1,2024-06-20,Ads
5869,Female,25.0,Tier 2,2024-10-20,Email
5870,Female,35.0,Tier 2,2023-06-06,Ads
5871,Male,38.0,Tier 2,2024-08-02,Organic
5872,Male,15.0,Tier 2,2023-10-21,Organic
5873,Female,33.0,Tier 3,2023-08-09,Referral
5874,Female,40.0,Tier 2,2023-03-12,Ads
5875,Male,33.0,Tier 1,2023-06-07,Ads
5876,Male,28.0,Tier 3,2024-07-14,Organic
5877,Female,30.0,Tier 1,2023-07-05,Referral
5878,Female,29.0,Tier 2,2023-07-28,Email
5879,Male,28.0,Tier 3,2024-11-28,Email
5880,Female,36.0,Tier 1,2024-05-13,Referral
5881,Male,58.0,Tier 3,2024-12-01,Referral
5882,Female,27.0,Tier 2,2023-03-09,Email
5883,Male,31.0,Tier 2,2024-06-20,Organic
5884,Other,34.0,Tier 1,2023-02-16,Ads
5885,Female,28.0,Tier 1,2024-08-10,Email
5886,Female,45.0,Tier 3,2023-08-07,Referral
5887,Female,11.0,Tier 1,2023-05-12,Referral
5888,Female,29.0,Tier 2,2023-03-12,Ads
5889,Female,43.0,Tier 1,2024-04-25,Referral
5890,Male,32.0,Tier 1,2023-10-31,Organic
5891,Female,26.0,Tier 2,2024-05-05,Referral
5892,Female,39.0,Tier 1,2024-10-11,Ads
5893,Female,44.0,Tier 3,2023-10-23,Email
5894,Male,37.0,Tier 2,2024-09-25,Organic
5895,Male,26.0,Tier 2,2023-03-10,Referral
5896,Male,39.0,Tier 1,2023-12-27,Ads
5897,Female,30.0,Tier 3,2024-05-07,Email
5898,Male,42.0,Tier 1,2023-07-10,Email
5899,Female,49.0,Tier 2,2023-07-25,Ads
5900,Female,8.0,Tier 1,2024-04-25,Email
5901,Female,36.0,Tier 1,2024-01-27,Email
5902,Female,17.0,Tier 2,2023-05-24,Email
5903,Male,59.0,Tier 2,2023-05-01,Email
5904,Male,30.0,Tier 1,2024-08-08,Ads
5905,Male,42.0,Tier 1,2023-08-30,Ads
5906,Female,34.0,Tier 2,2024-08-09,Referral
5907,Male,26.0,Tier 1,2024-02-12,Referral
5908,Female,25.0,Tier 1,2023-02-28,Organic
5909,Male,50.0,Tier 1,2024-02-26,Email
5910,Male,44.0,Tier 1,2023-10-17,Email
5911,Male,54.0,Tier 1,2023-08-25,Organic
5912,Female,35.0,Tier 1,2024-02-03,Ads
5913,Female,37.0,Tier 2,2024-02-11,Ads
5914,Male,32.0,Tier 1,2023-08-20,Organic
5915,Female,32.0,Tier 2,2023-07-31,Referral
5916,Male,24.0,Tier 3,2024-09-17,Referral
5917,Other,35.0,Tier 3,2024-03-08,Email
5918,Female,27.0,Tier 3,2024-03-12,Referral
5919,Male,,Tier 1,2024-01-02,Ads
5920,Female,36.0,Tier 1,2024-06-09,Organic
5921,Male,37.0,Tier 3,2023-08-22,Organic
5922,Other,51.0,Tier 1,2024-03-04,Organic
5923,Male,34.0,Tier 1,2023-05-06,Referral
5924,Female,42.0,Tier 2,2023-09-15,Organic
5925,Male,55.0,Tier 1,2023-04-02,Organic
5926,Female,48.0,Tier 3,2024-02-13,Referral
5927,Female,46.0,Tier 2,2023-12-23,Ads
5928,Female,31.0,Tier 2,2024-11-04,Email
5929,Female,37.0,Tier 3,2023-12-24,Ads
5930,Female,21.0,Tier 1,2024-05-27,Referral
5931,Male,39.0,Tier 2,2023-07-25,Organic
5932,Male,37.0,Tier 1,2024-08-03,Email
5933,Male,35.0,Tier 2,2023-03-31,Ads
5934,Other,45.0,Tier 1,2024-10-30,Email
5935,Male,,Tier 2,2024-09-18,Ads
5936,Female,51.0,Tier 3,2023-06-12,Ads
5937,Female,44.0,Tier 1,2024-01-02,Referral
5938,Male,34.0,Tier 1,2024-11-29,Ads
5939,Male,33.0,Tier 1,2023-08-20,Organic
5940,Male,39.0,Tier 1,2023-06-26,Referral
5941,Male,50.0,Tier 1,2023-07-02,Email
5942,Male,36.0,Tier 3,2023-04-04,Referral
5943,Male,36.0,Tier 1,2024-08-17,Ads
5944,Female,35.0,Tier 1,2024-01-20,Email
5945,Other,52.0,Tier 2,2024-11-06,Organic
5946,Male,31.0,Tier 1,2024-05-26,Referral
5947,Male,34.0,Tier 1,2023-11-07,Ads
5948,Male,49.0,Tier 2,2025-01-06,Email
5949,Female,36.0,Tier 2,2023-12-05,Organic
5950,Female,46.0,Tier 1,2024-04-11,Organic
5951,Male,25.0,Tier 1,2023-03-09,Referral
5952,Male,32.0,Tier 1,2023-12-03,Email
5953,Female,49.0,Tier 1,2023-12-07,Ads
5954,Female,28.0,Tier 1,2024-06-06,Email
5955,Male,33.0,Tier 2,2024-09-11,Organic
5956,Female,37.0,Tier 3,2025-01-31,Email
5957,Male,25.0,Tier 1,2023-12-22,Referral
5958,Male,30.0,Tier 2,2023-05-29,Email
5959,Female,36.0,Tier 1,2023-08-26,Email
5960,Female,35.0,Tier 2,2023-03-18,Referral
5961,Male,47.0,Tier 2,2023-04-24,Email
5962,Female,50.0,Tier 3,2024-10-30,Referral
5963,Male,26.0,Tier 1,2023-05-01,Referral
5964,Female,36.0,Tier 1,2024-06-26,Referral
5965,Female,41.0,Tier 2,2024-04-10,Organic
5966,Female,50.0,Tier 1,2024-07-09,Email
5967,Female,42.0,Tier 1,2024-04-21,Referral
5968,Male,37.0,Tier 1,2024-08-27,Ads
5969,Female,41.0,Tier 2,2024-04-25,Ads
5970,Female,41.0,Tier 1,2024-04-27,Organic
5971,Female,25.0,Tier 3,2025-01-03,Referral
5972,Male,36.0,Tier 1,2024-05-26,Referral
5973,Female,49.0,Tier 1,2024-11-13,Organic
5974,Female,32.0,Tier 2,2023-07-01,Email
5975,Male,36.0,Tier 1,2024-05-27,Referral
5976,Female,32.0,Tier 1,2024-02-03,Referral
5977,Male,11.0,Tier 1,2023-05-23,Ads
5978,Male,35.0,Tier 1,2024-02-19,Referral
5979,Female,38.0,Tier 2,2023-12-01,Organic
5980,Female,29.0,Tier 1,2023-11-27,Ads
5981,Female,23.0,Tier 3,2023-03-13,Organic
5982,Male,26.0,Tier 2,2023-05-01,Organic
5983,Other,42.0,Tier 1,2023-05-31,Referral
5984,Male,54.0,Tier 1,2023-09-10,Email
5985,Male,48.0,Tier 1,2023-12-17,Referral
5986,Male,21.0,Tier 1,2024-11-12,Email
5987,Female,43.0,Tier 2,2023-08-24,Ads
5988,Female,28.0,Tier 1,2025-01-12,Organic
5989,Female,29.0,Tier 3,2024-04-26,Organic
5990,Female,30.0,Tier 1,2023-02-17,Referral
5991,Male,42.0,Tier 1,2023-02-19,Email
5992,Female,44.0,Tier 1,2024-05-13,Organic
5993,Male,34.0,Tier 1,2023-07-11,Organic
5994,Female,34.0,Tier 3,2023-06-03,Email
5995,Male,39.0,Tier 2,2024-12-10,Organic
5996,Female,40.0,Tier 1,2024-07-04,Organic
5997,Female,46.0,Tier 3,2024-07-17,Organic
5998,Female,22.0,Tier 3,2023-06-09,Email
5999,Female,35.0,Tier 2,2023-07-09,Email
6000,Male,24.0,Tier 3,2024-06-01,Ads
6001,Female,34.0,Tier 2,2024-07-10,Organic
6002,Male,32.0,Tier 2,2023-10-03,Organic
6003,Female,34.0,Tier 1,2023-09-15,Ads
6004,Female,27.0,Tier 1,2025-01-21,Email
6005,Male,20.0,Tier 2,2024-11-07,Email
6006,Other,14.0,Tier 3,2024-09-19,Referral
6007,Female,33.0,Tier 2,2023-06-30,Email
6008,Male,30.0,Tier 3,2023-09-22,Referral
6009,Female,28.0,Tier 1,2024-08-01,Ads
6010,Male,48.0,Tier 2,2023-05-18,Email
6011,Female,26.0,Tier 2,2023-03-08,Ads
6012,Female,,Tier 2,2023-05-24,Referral
6013,Other,51.0,Tier 2,2023-10-19,Organic
6014,Female,15.0,Tier 1,2024-02-12,Organic
6015,Male,35.0,Tier 1,2023-08-07,Ads
6016,Female,31.0,Tier 3,2024-08-29,Organic
6017,Male,5.0,Tier 1,2023-05-29,Ads
6018,Female,,Tier 1,2024-06-02,Referral
6019,Female,42.0,Tier 1,2024-12-25,Organic
6020,Male,55.0,Tier 1,2023-03-05,Referral
6021,Male,44.0,Tier 2,2024-01-29,Email
6022,Female,38.0,Tier 2,2023-05-12,Organic
6023,Female,34.0,Tier 3,2024-01-02,Organic
6024,Male,51.0,Tier 1,2024-03-13,Organic
6025,Male,,Tier 2,2023-08-30,Ads
6026,Male,29.0,Tier 3,2023-06-07,Email
6027,Female,15.0,Tier 3,2024-09-13,Email
6028,Male,14.0,Tier 3,2025-01-10,Email
6029,Female,48.0,Tier 2,2023-07-07,Referral
6030,Male,34.0,Tier 1,2024-05-26,Email
6031,Female,36.0,Tier 1,2024-11-25,Ads
6032,Male,17.0,Tier 3,2023-03-22,Ads
6033,Female,27.0,Tier 3,2024-08-30,Referral
6034,Male,32.0,Tier 2,2023-04-28,Referral
6035,Female,37.0,Tier 1,2024-09-09,Email
6036,Male,31.0,Tier 2,2023-09-30,Email
6037,Female,,Tier 1,2023-12-09,Ads
6038,Female,27.0,Tier 1,2024-03-14,Ads
6039,Male,47.0,Tier 1,2024-12-24,Email
6040,Female,37.0,Tier 3,2024-12-20,Ads
6041,Female,41.0,Tier 1,2025-01-27,Referral
6042,Male,26.0,Tier 2,2023-07-19,Ads
6043,Male,5.0,Tier 1,2023-04-23,Email
6044,Male,29.0,Tier 2,2024-09-15,Referral
6045,Female,26.0,Tier 2,2024-09-22,Ads
6046,Female,38.0,Tier 3,2024-01-09,Referral
6047,Male,67.0,Tier 1,2023-04-26,Email
6048,Female,41.0,Tier 1,2023-11-15,Ads
6049,Female,62.0,Tier 2,2024-12-06,Email
6050,Female,40.0,Tier 1,2024-09-06,Organic
6051,Female,28.0,Tier 1,2024-06-04,Email
6052,Female,38.0,Tier 2,2024-12-12,Organic
6053,Female,52.0,Tier 2,2024-01-12,Referral
6054,Male,53.0,Tier 1,2023-08-28,Referral
6055,Female,29.0,Tier 1,2024-02-08,Organic
6056,Female,37.0,Tier 3,2025-01-09,Referral
6057,Male,20.0,Tier 2,2025-01-13,Referral
6058,Female,43.0,Tier 1,2024-12-07,Email
6059,Female,50.0,Tier 1,2023-07-24,Organic
6060,Female,35.0,Tier 2,2023-12-03,Ads
6061,Male,28.0,Tier 1,2024-07-13,Referral
6062,Male,38.0,Tier 3,2023-07-16,Referral
6063,Female,39.0,Tier 2,2025-01-16,Ads
6064,Female,35.0,Tier 1,2023-07-26,Email
6065,Male,36.0,Tier 3,2024-06-19,Email
6066,Female,33.0,Tier 1,2023-11-11,Email
6067,Female,44.0,Tier 1,2025-01-13,Ads
6068,Male,42.0,Tier 2,2024-03-08,Email
6069,Male,25.0,Tier 2,2023-06-07,Referral
6070,Male,24.0,Tier 1,2024-04-25,Email
6071,Female,32.0,Tier 1,2024-09-05,Referral
6072,Male,42.0,Tier 1,2025-01-21,Ads
6073,Male,36.0,Tier 1,2023-07-21,Email
6074,Male,28.0,Tier 2,2024-01-01,Email
6075,Male,37.0,Tier 2,2023-05-03,Referral
6076,Male,31.0,Tier 1,2024-02-29,Ads
6077,Male,43.0,Tier 1,2024-03-06,Email
6078,Female,38.0,Tier 1,2024-06-29,Ads
6079,Female,31.0,Tier 1,2023-10-24,Referral
6080,Male,37.0,Tier 1,2024-11-22,Referral
6081,Male,48.0,Tier 1,2023-06-04,Email
6082,Other,29.0,Tier 1,2023-07-26,Ads
6083,Male,39.0,Tier 2,2023-07-07,Referral
6084,Male,34.0,Tier 2,2024-09-19,Ads
6085,Male,39.0,Tier 1,2023-05-21,Organic
6086,Male,28.0,Tier 3,2024-05-04,Organic
6087,Female,36.0,Tier 3,2023-09-01,Email
6088,Male,46.0,Tier 3,2023-07-01,Ads
6089,Female,25.0,Tier 3,2024-08-18,Ads
6090,Male,21.0,Tier 2,2023-12-17,Referral
6091,Male,22.0,Tier 2,2025-01-23,Ads
6092,Female,23.0,Tier 1,2024-03-01,Ads
6093,Male,40.0,Tier 2,2025-01-16,Referral
6094,Female,,Tier 2,2024-03-13,Email
6095,Male,32.0,Tier 2,2024-02-01,Referral
6096,Female,,Tier 2,2023-11-15,Organic
6097,Male,,Tier 1,2024-02-20,Ads
6098,Female,31.0,Tier 2,2023-03-14,Ads
6099,Male,36.0,Tier 1,2023-07-10,Email
6100,Female,36.0,Tier 2,2024-05-28,Organic
6101,Male,32.0,Tier 3,2024-03-12,Ads
6102,Female,32.0,Tier 3,2024-02-27,Referral
6103,Male,57.0,Tier 2,2023-11-10,Ads
6104,Female,43.0,Tier 1,2024-02-19,Email
6105,Male,59.0,Tier 3,2025-01-29,Referral
6106,Male,30.0,Tier 1,2023-10-19,Ads
6107,Female,34.0,Tier 3,2024-06-01,Email
6108,Male,21.0,Tier 1,2023-12-31,Organic
6109,Male,26.0,Tier 1,2024-10-22,Referral
6110,Female,54.0,Tier 2,2023-06-30,Referral
6111,Other,29.0,Tier 2,2025-01-24,Organic
6112,Male,54.0,Tier 1,2025-01-18,Referral
6113,Female,22.0,Tier 2,2024-07-07,Email
6114,Female,24.0,Tier 2,2023-04-02,Organic
6115,Male,31.0,Tier 1,2023-06-17,Ads
6116,Female,34.0,Tier 2,2023-07-11,Email
6117,Female,44.0,Tier 1,2023-10-11,Organic
6118,Other,39.0,Tier 2,2023-07-09,Ads
6119,Male,30.0,Tier 1,2024-04-03,Email
6120,Female,33.0,Tier 2,2024-04-19,Email
6121,Male,31.0,Tier 1,2024-01-21,Referral
6122,Male,25.0,Tier 1,2024-09-13,Referral
6123,Male,26.0,Tier 2,2023-05-23,Organic
6124,Other,45.0,Tier 2,2024-04-01,Ads
6125,Female,16.0,Tier 3,2023-12-17,Email
6126,Female,51.0,Tier 3,2023-12-30,Email
6127,Female,31.0,Tier 2,2023-11-02,Organic
6128,Male,27.0,Tier 1,2024-01-13,Referral
6129,Male,42.0,Tier 1,2024-08-13,Email
6130,Male,49.0,Tier 1,2023-07-28,Email
6131,Male,46.0,Tier 1,2023-03-21,Referral
6132,Female,40.0,Tier 3,2024-01-07,Ads
6133,Female,,Tier 1,2024-05-22,Ads
6134,Male,17.0,Tier 1,2023-06-29,Referral
6135,Male,29.0,Tier 1,2024-12-29,Email
6136,Male,25.0,Tier 1,2023-12-05,Referral
6137,Male,47.0,Tier 1,2024-05-02,Ads
6138,Female,31.0,Tier 2,2024-12-24,Organic
6139,Female,43.0,Tier 1,2024-02-13,Organic
6140,Female,40.0,Tier 2,2024-09-18,Ads
6141,Male,,Tier 2,2023-08-02,Ads
6142,Male,29.0,Tier 2,2024-06-03,Ads
6143,Male,47.0,Tier 2,2024-10-27,Referral
6144,Female,27.0,Tier 2,2023-11-20,Organic
6145,Female,36.0,Tier 1,2023-10-29,Ads
6146,Male,27.0,Tier 1,2024-04-15,Email
6147,Female,31.0,Tier 3,2023-02-07,Organic
6148,Female,34.0,Tier 1,2024-11-29,Referral
6149,Female,27.0,Tier 1,2023-04-20,Email
6150,Female,25.0,Tier 1,2024-06-13,Referral
6151,Female,37.0,Tier 2,2023-02-07,Ads
6152,Female,26.0,Tier 1,2023-05-08,Ads
6153,Male,26.0,Tier 2,2023-09-28,Ads
6154,Male,25.0,Tier 2,2023-12-31,Email
6155,Male,34.0,Tier 1,2023-08-17,Ads
6156,Male,44.0,Tier 1,2023-07-16,Organic
6157,Female,,Tier 2,2024-04-01,Ads
6158,Female,27.0,Tier 1,2024-05-02,Organic
6159,Male,56.0,Tier 1,2024-07-23,Email
6160,Female,24.0,Tier 1,2024-11-10,Referral
6161,Male,45.0,Tier 2,2023-06-09,Referral
6162,Male,27.0,Tier 2,2023-03-17,Organic
6163,Male,26.0,Tier 1,2023-07-20,Email
6164,Male,27.0,Tier 2,2023-03-03,Organic
6165,Male,34.0,Tier 2,2023-02-07,Ads
6166,Female,40.0,Tier 1,2023-12-02,Ads
6167,Male,41.0,Tier 1,2023-07-14,Ads
6168,Other,25.0,Tier 3,2024-07-30,Referral
6169,Male,25.0,Tier 2,2025-01-07,Organic
6170,Male,25.0,Tier 2,2023-12-01,Email
6171,Male,33.0,Tier 1,2025-02-03,Organic
6172,Female,32.0,Tier 2,2023-04-29,Organic
6173,Male,25.0,Tier 2,2024-11-28,Organic
6174,Female,37.0,Tier 1,2024-06-27,Ads
6175,Female,,Tier 3,2024-12-02,Ads
6176,Female,29.0,Tier 1,2024-07-06,Organic
6177,Female,,Tier 1,2024-02-04,Ads
6178,Male,40.0,Tier 1,2024-06-16,Referral
6179,Male,29.0,Tier 2,2024-04-02,Ads
6180,Male,41.0,Tier 2,2024-04-30,Referral
6181,Female,27.0,Tier 2,2024-08-26,Referral
6182,Male,53.0,Tier 3,2023-05-17,Organic
6183,Male,38.0,Tier 1,2024-04-18,Organic
6184,Other,,Tier 2,2023-09-16,Ads
6185,Male,29.0,Tier 2,2023-07-02,Email
6186,Female,29.0,Tier 3,2024-12-12,Organic
6187,Female,48.0,Tier 1,2025-01-07,Referral
6188,Male,22.0,Tier 3,2024-04-11,Referral
6189,Male,28.0,Tier 1,2023-03-16,Ads
6190,Male,29.0,Tier 2,2025-01-09,Referral
6191,Female,34.0,Tier 2,2024-07-04,Organic
6192,Female,32.0,Tier 3,2023-03-31,Ads
6193,Female,20.0,Tier 1,2024-09-14,Ads
6194,Female,31.0,Tier 1,2023-11-05,Email
6195,Female,34.0,Tier 1,2024-03-21,Ads
6196,Male,28.0,Tier 2,2024-03-15,Email
6197,Male,41.0,Tier 2,2024-11-04,Organic
6198,Female,44.0,Tier 3,2023-11-09,Referral
6199,Male,34.0,Tier 1,2024-04-19,Organic
6200,Male,37.0,Tier 1,2024-10-09,Ads
6201,Female,13.0,Tier 1,2024-12-27,Email
6202,Male,30.0,Tier 1,2024-07-22,Referral
6203,Female,45.0,Tier 2,2024-09-02,Ads
6204,Female,30.0,Tier 3,2024-10-25,Organic
6205,Male,27.0,Tier 3,2024-08-21,Ads
6206,Female,57.0,Tier 1,2024-06-12,Email
6207,Male,53.0,Tier 1,2024-02-17,Organic
6208,Male,39.0,Tier 1,2024-08-24,Ads
6209,Male,46.0,Tier 2,2024-11-15,Email
6210,Male,12.0,Tier 3,2024-06-16,Ads
6211,Female,27.0,Tier 1,2023-12-01,Email
6212,Male,30.0,Tier 1,2024-01-15,Ads
6213,Male,32.0,Tier 2,2024-08-23,Organic
6214,Male,30.0,Tier 2,2024-09-01,Organic
6215,Female,9.0,Tier 1,2023-05-13,Organic
6216,Female,,Tier 3,2023-12-13,Organic
6217,Male,,Tier 1,2024-09-05,Organic
6218,Male,51.0,Tier 3,2023-12-28,Referral
6219,Male,27.0,Tier 1,2024-07-30,Ads
6220,Male,26.0,Tier 1,2023-09-15,Organic
6221,Female,8.0,Tier 1,2023-12-11,Referral
6222,Female,32.0,Tier 1,2024-03-10,Referral
6223,Male,44.0,Tier 2,2024-12-29,Ads
6224,Male,28.0,Tier 2,2023-12-16,Email
6225,Male,56.0,Tier 1,2024-09-16,Ads
6226,Female,32.0,Tier 2,2024-04-29,Ads
6227,Male,36.0,Tier 1,2024-01-13,Email
6228,Other,21.0,Tier 1,2023-06-07,Email
6229,Female,37.0,Tier 3,2024-06-12,Organic
6230,Male,15.0,Tier 3,2023-10-21,Email
6231,Female,,Tier 1,2024-05-30,Email
6232,Female,42.0,Tier 1,2023-08-15,Ads
6233,Female,48.0,Tier 2,2024-07-16,Ads
6234,Male,24.0,Tier 1,2023-05-20,Ads
6235,Male,36.0,Tier 2,2023-05-02,Email
6236,Female,40.0,Tier 2,2025-01-13,Referral
6237,Female,39.0,Tier 1,2024-02-02,Organic
6238,Female,26.0,Tier 1,2024-02-10,Ads
6239,Female,,Tier 2,2024-10-27,Referral
6240,Female,38.0,Tier 1,2023-10-30,Organic
6241,Female,33.0,Tier 1,2024-10-28,Ads
